status,timestamp_ms,rtc_iso8601,rtc_unix,pressure_hpa,temperature_c,altitude_m,acc_x,acc_y,acc_z,pitch_deg,yaw_deg,roll_deg,aspd_status,aspd_pressure_pa,aspd_temp_c,aspd_airspeed_mps,mpxv_adc,mpxv_v_adc,mpxv_v_sensor,hx711_raw,gnss_lat,gnss_lon,gnss_alt_m,gnss_fix,gnss_siv,esc_time_ms,esc_throttle,esc_current_a,esc_voltage_v,esc_mah,esc_temp_c,esc_power_pct,esc_vbec_v,esc_rpm,esc_err,pressure_hpa_f,temperature_c_f,altitude_m_f,aspd_pressure_pa_f,aspd_temp_c_f,aspd_airspeed_mps_f,mpxv_adc_f,mpxv_v_adc_f,mpxv_v_sensor_f,hx711_f,gnss_lat_f,gnss_lon_f,gnss_alt_m_f,esc_throttle_f,esc_current_a_f,esc_voltage_v_f,esc_temp_c_f,esc_power_pct_f,esc_vbec_v_f,esc_rpm_f,acc_x_raw,acc_y_raw,acc_z_raw,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,lin_x,lin_y,lin_z,grav_x,grav_y,grav_z,acc_x_f,acc_y_f,acc_z_f,gyro_x_f,gyro_y_f,gyro_z_f,mag_x_f,mag_y_f,mag_z_f,lin_x_f,lin_y_f,lin_z_f,grav_x_f,grav_y_f,grav_z_f,mw_roll_deg,mw_pitch_deg,mw_yaw_deg,roll_raw,pitch_raw,yaw_raw,ekf_flags,ekf_x_m,ekf_y_m,ekf_z_m,ekf_vx_mps,ekf_vy_mps,ekf_vz_mps,ekf_speed_mps,ekf_pos_h_unc_m,ekf_pos_v_unc_m,ekf_vel_unc_mps,ekf_lat,ekf_lon,ekf_alt_m,imu_samples,imu_lin_rms_mps2,imu_gyro_rms_rps,imu_lin_max_mps2,imu_gyro_max_rps,imu_reset_count,imu_acc_accuracy,imu_gyro_accuracy,imu_mag_accuracy,imu_lin_accuracy,imu_grav_accuracy,imu_quat_accuracy,imu_quat_rad_accuracy,gnss_h_acc_m,gnss_v_acc_m,gnss_speed_acc_mps,gnss_heading_deg,gnss_heading_acc_deg,log_dt_ms,log_overrun_count,sd_write_error_count,baro_age_ms,gnss_age_ms,airspeed_age_ms,esc_age_ms
LOGGING,417915,2026-04-06T17:58:08,1775498288,993.77,33.54,163.49,1.275,1.799,9.231,-0.08,-5.26,0.02,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,993.77,33.54,163.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.266,1.801,9.195,0,0,0,-3.75,30.75,43.5,-0.008,0.004,-0.031,1.273,1.797,9.227,1.275,1.799,9.231,0,0,0,-4.024,29.94,44.649,0,0,-0.01,1.27,1.8,9.23,8.49,11.73,60.42,11.03,-7.74,-28.23,9,-0.022,-0.162,120.595,0.003,-0.031,-0.301,0.3,90.82,2.7,15.39,0,0,120.6,3,0.0111,0,0.0118,0,0,2,0,3,3,3,3,0.0488,0,0,0,0,0,84,30,0,1,-1,-1,-1
LOGGING,417960,2026-04-06T17:58:09,1775498289,993.77,33.54,163.49,1.28,1.798,9.242,-0.08,-5.23,0.02,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,993.77,33.54,163.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.266,1.801,9.266,0,0,0,-3.75,30.75,43.5,-0.008,0.004,0.043,1.273,1.797,9.227,1.28,1.798,9.242,0,0,0,-4.019,29.954,44.629,0,0.01,-0.01,1.27,1.8,9.23,8.5,11.74,60.46,11.03,-7.74,-28.23,9,-0.022,-0.163,120.581,0.003,-0.031,-0.308,0.31,91.53,2.7,15.46,0,0,120.58,3,0.013,0,0.0157,0,0,2,0,3,3,3,3,0.0493,0,0,0,0,0,45,30,0,46,-1,-1,-1
LOGGING,418003,2026-04-06T17:58:09,1775498289,993.77,33.54,163.49,1.279,1.8,9.244,-0.08,-5.2,0.02,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,993.77,33.54,163.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.266,1.801,9.195,0,0,0,-4.438,30.062,43.062,-0.008,0.004,-0.031,1.273,1.797,9.227,1.279,1.8,9.244,0,0,0,-4.041,29.96,44.547,0,0.01,-0.01,1.27,1.8,9.23,8.5,11.74,60.5,11.03,-7.74,-28.22,9,-0.022,-0.165,120.605,0.003,-0.031,-0.291,0.29,92.1,2.7,15.51,0,0,120.61,2,0.0117,0,0.0125,0,0,2,0,3,3,3,3,0.0496,0,0,0,0,0,43,30,0,1,-1,-1,-1
LOGGING,418051,2026-04-06T17:58:09,1775498289,993.77,33.54,163.49,1.28,1.803,9.238,-0.08,-5.2,0.02,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,993.77,33.54,163.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.266,1.84,9.27,0,0,0,-3.062,31.438,44.812,0.02,0.004,-0.031,1.273,1.797,9.227,1.28,1.803,9.238,0,0,0,-3.986,30.043,44.562,0,0.01,-0.01,1.27,1.8,9.23,8.58,11.75,60.9,11.03,-7.74,-28.22,9,-0.022,-0.166,120.59,0.004,-0.031,-0.298,0.3,92.88,2.7,15.58,0,0,120.59,3,0.0143,0,0.0143,0,0,2,0,3,3,3,3,0.0496,0,0,0,0,0,48,30,0,49,-1,-1,-1
LOGGING,418095,2026-04-06T17:58:09,1775498289,993.77,33.54,163.49,1.277,1.804,9.23,-0.08,-5.19,0.02,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,993.77,33.54,163.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.266,1.801,9.16,0,0,0,-3.062,31.438,44.812,-0.055,0.004,-0.031,1.281,1.797,9.227,1.277,1.804,9.23,0,0,0,-3.986,30.043,44.562,0,0.01,-0.01,1.28,1.8,9.23,8.64,11.76,61.17,11.03,-7.74,-28.21,9,-0.022,-0.167,120.614,0.004,-0.031,-0.282,0.28,93.47,2.7,15.63,0,0,120.61,2,0.0156,0,0.0168,0,0,2,0,3,3,3,3,0.0476,0,0,0,0,0,44,31,0,1,-1,-1,-1
LOGGING,418139,2026-04-06T17:58:09,1775498289,993.77,33.54,163.49,1.275,1.805,9.237,-0.08,-5.19,0.02,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,993.77,33.54,163.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.266,1.84,9.27,0,0,0,-3.062,31.438,44.812,-0.008,0.004,0.043,1.281,1.797,9.227,1.275,1.805,9.237,0,0,0,-3.986,30.043,44.562,-0.01,0.01,-0.01,1.28,1.8,9.23,8.71,11.77,61.54,11.03,-7.74,-28.21,9,-0.022,-0.169,120.6,0.004,-0.03,-0.289,0.29,94.19,2.7,15.7,0,0,120.6,2,0.016,0,0.0187,0,0,2,0,3,3,3,3,0.0476,0,0,0,0,0,44,31,0,45,-1,-1,-1
LOGGING,418183,2026-04-06T17:58:09,1775498289,993.77,33.54,163.49,1.274,1.809,9.238,-0.08,-5.18,0.02,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,993.77,33.54,163.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.266,1.84,9.227,0,0,0,-4.438,27.938,45.125,-0.008,0.043,0.004,1.281,1.797,9.227,1.274,1.809,9.238,0,0,0,-4.012,29.92,44.595,0,0.01,-0.01,1.28,1.8,9.23,8.72,11.77,61.56,11.03,-7.74,-28.2,9,-0.021,-0.17,120.623,0.004,-0.03,-0.273,0.27,94.79,2.7,15.75,0,0,120.62,2,0.0143,0,0.0148,0,0,2,0,3,3,3,3,0.0483,0,0,0,0,0,44,31,0,1,-1,-1,-1
LOGGING,418219,2026-04-06T17:58:09,1775498289,993.77,33.54,163.49,1.274,1.805,9.23,-0.08,-5.17,0.02,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,993.77,33.54,163.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.227,1.801,9.27,0,0,0,-4.438,27.938,45.125,0.027,-0.035,-0.031,1.281,1.797,9.227,1.274,1.805,9.23,0,0,0,-4.012,29.92,44.595,0,0.01,-0.01,1.28,1.8,9.23,8.72,11.77,61.56,11.03,-7.74,-28.2,9,-0.021,-0.171,120.612,0.004,-0.03,-0.279,0.28,95.4,2.7,15.81,0,0,120.61,2,0.0143,0,0.0148,0,0,2,0,3,3,3,3,0.0483,0,0,0,0,0,36,31,0,37,-1,-1,-1
LOGGING,418255,2026-04-06T17:58:09,1775498289,993.77,33.54,163.49,1.268,1.802,9.232,-0.08,-5.15,0.02,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,993.77,33.54,163.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.266,1.801,9.23,0,0,0,-4.438,27.938,45.125,-0.047,-0.035,0.004,1.273,1.797,9.227,1.268,1.802,9.232,0,0,0,-4.012,29.92,44.595,0,0,-0.01,1.27,1.8,9.23,8.72,11.77,61.59,11.03,-7.73,-28.19,9,-0.021,-0.172,120.635,0.005,-0.03,-0.264,0.27,95.93,2.69,15.85,0,0,120.63,4,0.0152,0,0.02,0,0,2,0,3,3,3,3,0.0481,0,0,0,0,0,36,31,0,1,-1,-1,-1
LOGGING,418294,2026-04-06T17:58:09,1775498289,993.77,33.54,163.49,1.267,1.801,9.232,-0.08,-5.15,0.02,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,993.77,33.54,163.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.266,1.801,9.23,0,0,0,-4.438,27.938,45.125,-0.008,0.004,-0.031,1.273,1.797,9.227,1.267,1.801,9.232,0,0,0,-4.012,29.92,44.595,-0.01,0,-0.01,1.27,1.8,9.23,8.72,11.77,61.6,11.03,-7.73,-28.19,9,-0.021,-0.173,120.625,0.005,-0.03,-0.269,0.27,96.48,2.7,15.9,0,0,120.63,2,0.0146,0,0.0146,0,0,2,0,3,3,3,3,0.0481,0,0,0,0,0,39,31,0,40,-1,-1,-1
LOGGING,418332,2026-04-06T17:58:09,1775498289,993.77,33.54,163.49,1.268,1.801,9.23,-0.08,-5.14,0.02,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,993.77,33.54,163.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.301,1.801,9.266,0,0,0,-4.438,27.938,45.125,0.027,0.004,0.043,1.273,1.797,9.227,1.268,1.801,9.23,0,0,0,-4.012,29.92,44.595,0,0,-0.01,1.27,1.8,9.23,8.73,11.77,61.64,11.03,-7.73,-28.17,9,-0.021,-0.175,120.644,0.005,-0.03,-0.255,0.26,97.11,2.69,15.96,0,0,120.64,4,0.0104,0,0.0115,0,0,2,0,3,3,3,3,0.0481,0,0,0,0,0,38,31,0,13,-1,-1,-1
LOGGING,418372,2026-04-06T17:58:09,1775498289,993.77,33.54,163.49,1.269,1.801,9.234,-0.08,-5.13,0.02,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,993.77,33.54,163.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.266,1.801,9.16,0,0,0,-4.438,27.938,45.125,0.027,0.004,0.043,1.273,1.797,9.227,1.269,1.801,9.234,0,0,0,-4.012,29.92,44.595,0,0,-0.01,1.27,1.8,9.23,8.8,11.78,61.95,11.03,-7.73,-28.17,9,-0.021,-0.176,120.662,0.005,-0.03,-0.243,0.25,97.7,2.69,16.01,0,0,120.66,3,0.0058,0,0.0058,0,0,2,0,3,3,3,3,0.0481,0,0,0,0,0,40,31,0,1,-1,-1,-1
LOGGING,418445,2026-04-06T17:58:09,1775498289,993.77,33.54,163.49,1.269,1.796,9.236,-0.08,-5.15,0.02,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,993.77,33.54,163.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.266,1.762,9.27,0,0,0,-4.438,27.938,45.125,-0.008,0.004,-0.07,1.273,1.797,9.227,1.269,1.796,9.236,0,0,0,-4.012,29.92,44.595,0,0,-0.01,1.27,1.8,9.23,8.91,11.79,62.48,11.03,-7.73,-28.17,9,-0.02,-0.178,120.671,0.005,-0.03,-0.236,0.24,98.78,2.69,16.1,0,0,120.67,2,0.0149,0,0.0149,0,0,2,0,3,3,3,3,0.0481,0,0,0,0,0,73,31,0,1,-1,-1,-1
LOGGING,418496,2026-04-06T17:58:09,1775498289,993.77,33.54,163.49,1.275,1.797,9.242,-0.08,-5.14,0.02,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,993.77,33.54,163.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.301,1.801,9.266,0,0,0,-3.062,30.75,44.375,0.027,0.004,0.043,1.273,1.797,9.227,1.275,1.797,9.242,0,0,0,-3.977,29.951,44.586,0,0,-0.01,1.27,1.8,9.23,8.97,11.8,62.82,11.03,-7.73,-28.14,9,-0.02,-0.179,120.683,0.005,-0.03,-0.228,0.23,99.56,2.68,16.17,0,0,120.68,3,0.011,0,0.0149,0,0,2,0,3,3,3,3,0.0476,0,0,0,0,0,51,32,0,1,-1,-1,-1
LOGGING,418542,2026-04-06T17:58:09,1775498289,993.77,33.54,163.49,1.277,1.802,9.24,-0.07,-5.12,0.02,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,993.77,33.54,163.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.266,1.801,9.16,0,0,0,-4.062,28.625,44.312,0.027,0.004,0.043,1.273,1.797,9.227,1.277,1.802,9.24,0,0,0,-3.96,29.949,44.579,0,0,-0.01,1.27,1.8,9.23,9.04,11.8,63.13,11.02,-7.73,-28.12,9,-0.02,-0.181,120.671,0.006,-0.03,-0.234,0.24,100.33,2.69,16.24,0,0,120.67,4,0.0084,0,0.0084,0,0,2,0,3,3,3,3,0.0464,0,0,0,0,0,46,32,0,47,-1,-1,-1
LOGGING,418584,2026-04-06T17:58:09,1775498289,993.77,33.54,163.47,1.276,1.802,9.232,-0.07,-5.08,0.02,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,993.77,33.54,163.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.266,1.801,9.16,0,0,0,-4.062,28.625,44.312,0.027,0.004,0.082,1.273,1.797,9.227,1.276,1.802,9.232,0,0,0,-3.965,29.895,44.568,0.01,0,0.01,1.27,1.8,9.23,9.04,11.8,63.13,11.02,-7.73,-28.11,9,-0.02,-0.182,120.685,0.006,-0.03,-0.224,0.23,100.91,2.68,16.29,0,0,120.69,1,0.0093,0,0.0093,0,0,2,0,3,3,3,3,0.0469,0,0,0,0,0,42,32,0,1,-1,-1,-1
LOGGING,418632,2026-04-06T17:58:09,1775498289,993.77,33.54,163.47,1.275,1.806,9.233,-0.07,-5.08,0.02,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,993.77,33.54,163.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.266,1.801,9.266,0,0,0,-4.062,28.625,44.312,-0.008,0.004,0.043,1.273,1.797,9.227,1.275,1.806,9.233,0,0,0,-3.965,29.895,44.568,0,0,0.01,1.27,1.8,9.23,9.11,11.81,63.5,11.02,-7.73,-28.11,9,-0.019,-0.184,120.673,0.006,-0.031,-0.229,0.23,101.73,2.69,16.36,0,0,120.67,4,0.0097,0,0.0107,0,0,2,0,3,3,3,3,0.0471,0,0,0,0,0,48,32,0,49,-1,-1,-1
LOGGING,418673,2026-04-06T17:58:09,1775498289,993.77,33.54,163.47,1.278,1.805,9.243,-0.07,-5.07,0.02,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,993.77,33.54,163.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.301,1.801,9.23,0,0,0,-4.062,28.625,44.312,0.027,0.004,0.082,1.273,1.797,9.227,1.278,1.805,9.243,0,0,0,-3.965,29.895,44.568,0,0,0.01,1.27,1.8,9.23,9.18,11.81,63.81,11.02,-7.73,-28.11,9,-0.019,-0.185,120.687,0.006,-0.031,-0.219,0.22,102.35,2.69,16.42,0,0,120.69,2,0.0152,0,0.0187,0,0,2,0,3,3,3,3,0.0471,0,0,0,0,0,41,32,0,1,-1,-1,-1
LOGGING,418723,2026-04-06T17:58:09,1775498289,993.77,33.54,163.49,1.277,1.804,9.244,-0.07,-5.06,0.02,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,993.77,33.54,163.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.266,1.801,9.23,0,0,0,-4.062,28.625,44.312,-0.008,0.004,0.004,1.273,1.797,9.227,1.277,1.804,9.244,0,0,0,-3.965,29.895,44.568,0.01,0,0.02,1.27,1.8,9.23,9.25,11.81,64.15,11.03,-7.73,-28.09,9,-0.019,-0.186,120.699,0.006,-0.031,-0.21,0.21,103.09,2.68,16.48,0,0,120.7,2,0.0178,0,0.0187,0,0,2,0,3,3,3,3,0.0474,0,0,0,0,0,50,32,0,1,-1,-1,-1
LOGGING,418761,2026-04-06T17:58:09,1775498289,993.77,33.54,163.49,1.27,1.796,9.222,-0.07,-5.06,0.02,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,993.77,33.54,163.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.266,1.762,9.199,0,0,0,-3.688,27.938,45.125,-0.008,0.004,0.043,1.273,1.797,9.227,1.27,1.796,9.222,0,0,0,-3.96,29.862,44.577,0,0,0.02,1.27,1.8,9.23,9.31,11.82,64.46,11.03,-7.73,-28.09,9,-0.018,-0.188,120.69,0.006,-0.031,-0.214,0.22,103.77,2.69,16.54,0,0,120.69,3,0.0184,0,0.0191,0,0,2,0,3,3,3,3,0.0474,0,0,0,0,0,38,32,0,39,-1,-1,-1
LOGGING,418796,2026-04-06T17:58:09,1775498289,993.77,33.54,163.49,1.269,1.796,9.219,-0.07,-5.04,0.02,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,993.77,33.54,163.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.266,1.801,9.23,0,0,0,-5.25,31.188,46.125,-0.008,0.004,0.004,1.273,1.797,9.227,1.269,1.796,9.219,0,0,0,-3.993,29.841,44.647,0,0,0.02,1.27,1.8,9.23,9.36,11.82,64.66,11.03,-7.73,-28.08,9,-0.018,-0.189,120.705,0.006,-0.031,-0.203,0.21,104.25,2.68,16.58,0,0,120.7,3,0.0246,0,0.0253,0,0,2,0,3,3,3,3,0.0479,0,0,0,0,0,35,32,0,1,-1,-1,-1
LOGGING,418840,2026-04-06T17:58:09,1775498289,993.77,33.54,163.49,1.267,1.797,9.227,-0.07,-5.03,0.02,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,993.77,33.54,163.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.227,1.801,9.27,0,0,0,-5.25,31.188,46.125,-0.047,0.004,0.043,1.273,1.797,9.227,1.267,1.797,9.227,0,0,0,-4.015,29.864,44.672,0,0,0.02,1.27,1.8,9.23,9.44,11.82,65.04,11.03,-7.73,-28.07,9,-0.018,-0.19,120.695,0.006,-0.032,-0.207,0.21,105.01,2.69,16.64,0,0,120.69,2,0.0223,0,0.0236,0,0,2,0,3,3,3,3,0.0466,0,0,0,0,0,44,32,0,45,-1,-1,-1
LOGGING,418886,2026-04-06T17:58:09,1775498289,993.77,33.54,163.47,1.267,1.798,9.23,-0.07,-5,0.02,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,993.77,33.54,163.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.301,1.801,9.23,0,0,0,-3.688,27.562,45.125,-0.008,0.004,0.004,1.273,1.797,9.227,1.267,1.798,9.23,0,0,0,-3.998,29.743,44.696,0,0,0.02,1.27,1.8,9.23,9.51,11.82,65.38,11.03,-7.73,-28.07,9,-0.018,-0.192,120.706,0.006,-0.032,-0.198,0.2,105.69,2.68,16.7,0,0,120.71,3,0.0224,0,0.0236,0,0,2,0,3,3,3,3,0.0471,0,0,0,0,0,46,32,0,1,-1,-1,-1
LOGGING,418964,2026-04-06T17:58:10,1775498290,993.77,33.54,163.44,1.263,1.798,9.22,-0.07,-4.98,0.02,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,993.77,33.54,163.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.227,1.801,9.156,0,0,0,-3.688,27.562,45.125,-0.008,0.004,0.004,1.273,1.797,9.227,1.263,1.798,9.22,0,0,0,-3.998,29.743,44.696,-0.01,0,0.02,1.27,1.8,9.23,9.64,11.82,66.02,11.02,-7.73,-28.06,9,-0.017,-0.194,120.707,0.005,-0.032,-0.194,0.2,106.97,2.68,16.81,0,0,120.71,2,0.0195,0,0.0195,0,0,2,0,3,3,3,3,0.0461,0,0,0,0,0,78,33,0,2,-1,-1,-1
LOGGING,419003,2026-04-06T17:58:10,1775498290,993.77,33.54,163.44,1.265,1.796,9.219,-0.07,-4.99,0.02,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,993.77,33.54,163.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.301,1.762,9.199,0,0,0,-3.688,27.562,45.125,0.027,0.004,0.043,1.273,1.797,9.227,1.265,1.796,9.219,0,0,0,-3.998,29.743,44.696,0,0,0.02,1.27,1.8,9.23,9.64,11.82,66.02,11.02,-7.73,-28.06,9,-0.017,-0.195,120.7,0.005,-0.032,-0.197,0.2,107.58,2.69,16.86,0,0,120.7,2,0.0207,0,0.0219,0,0,2,0,3,3,3,3,0.0461,0,0,0,0,0,39,33,0,41,-1,-1,-1
LOGGING,419063,2026-04-06T17:58:10,1775498290,993.77,33.54,163.44,1.267,1.794,9.217,-0.07,-4.97,0.02,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,993.77,33.54,163.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.301,1.762,9.199,0,0,0,-3.688,27.562,45.125,-0.008,0.004,0.004,1.273,1.797,9.227,1.267,1.794,9.217,0,0,0,-3.998,29.743,44.696,0,0,0.02,1.27,1.8,9.23,9.64,11.82,66.02,11.02,-7.73,-28.05,9,-0.017,-0.197,120.706,0.004,-0.032,-0.191,0.19,108.58,2.69,16.95,0,0,120.71,2,0.0192,0,0.0192,0,0,2,0,3,3,3,3,0.0459,0,0,0,0,0,60,34,0,1,-1,-1,-1
LOGGING,419105,2026-04-06T17:58:10,1775498290,993.77,33.54,163.44,1.271,1.795,9.224,-0.07,-4.98,0.02,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,993.77,33.54,163.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.266,1.801,9.23,0,0,0,-3.688,27.562,45.125,-0.008,0.004,-0.004,1.273,1.797,9.234,1.271,1.795,9.224,0,0,0,-3.998,29.743,44.696,0,0,0.02,1.27,1.8,9.23,9.7,11.82,66.3,11.02,-7.73,-28.05,9,-0.017,-0.199,120.698,0.004,-0.033,-0.194,0.2,109.22,2.69,17,0,0,120.7,2,0.0178,0,0.0192,0,0,2,0,3,3,3,3,0.0459,0,0,0,0,0,42,34,0,43,-1,-1,-1
LOGGING,419142,2026-04-06T17:58:10,1775498290,993.77,33.54,163.44,1.27,1.801,9.225,-0.07,-4.99,0.02,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,993.77,33.54,163.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.266,1.84,9.227,0,0,0,-3.688,27.562,45.125,-0.008,0.004,-0.031,1.273,1.797,9.234,1.27,1.801,9.225,0,0,0,-3.998,29.743,44.696,0,0,0.01,1.27,1.8,9.23,9.77,11.82,66.61,11.02,-7.73,-28.05,9,-0.016,-0.2,120.708,0.004,-0.033,-0.186,0.19,109.85,2.69,17.05,0,0,120.71,1,0.01,0,0.01,0,0,2,0,3,3,3,3,0.0459,0,0,0,0,0,37,34,0,1,-1,-1,-1
LOGGING,419179,2026-04-06T17:58:10,1775498290,993.77,33.54,163.44,1.269,1.801,9.224,-0.07,-4.97,0.02,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,993.77,33.54,163.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.266,1.801,9.305,0,0,0,-3.375,29.688,44.812,-0.008,0.004,0.074,1.273,1.797,9.234,1.269,1.801,9.224,0,0,0,-3.964,29.74,44.702,0,0,0.02,1.27,1.8,9.23,9.82,11.82,66.86,11.02,-7.73,-28.05,9,-0.016,-0.201,120.702,0.004,-0.033,-0.189,0.19,110.43,2.69,17.1,0,0,120.7,3,0.0215,0,0.026,0,0,2,0,3,3,3,3,0.0466,0,0,0,0,0,37,34,0,38,-1,-1,-1
LOGGING,419222,2026-04-06T17:58:10,1775498290,993.77,33.54,163.43,1.269,1.801,9.237,-0.07,-4.97,0.02,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,993.77,33.54,163.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.266,1.801,9.266,0,0,0,-3.375,29.688,44.812,-0.008,0.004,0.035,1.273,1.797,9.234,1.269,1.801,9.237,0,0,0,-3.964,29.74,44.702,0,0,0.03,1.27,1.8,9.23,9.89,11.82,67.15,11.02,-7.72,-28.05,9,-0.016,-0.202,120.709,0.004,-0.033,-0.182,0.19,111.17,2.69,17.16,0,0,120.71,3,0.0264,0,0.0271,0,0,2,0,3,3,3,3,0.0469,0,0,0,0,0,43,34,0,1,-1,-1,-1
LOGGING,419264,2026-04-06T17:58:10,1775498290,993.77,33.54,163.43,1.272,1.801,9.235,-0.07,-4.96,0.02,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,993.77,33.54,163.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.266,1.801,9.195,0,0,0,-3.688,28.312,44.75,-0.008,0.004,0.035,1.273,1.797,9.234,1.272,1.801,9.235,0,0,0,-3.957,29.703,44.704,0,0,0.03,1.27,1.8,9.23,9.96,11.81,67.49,11.02,-7.72,-28.05,9,-0.016,-0.204,120.701,0.004,-0.033,-0.185,0.19,111.88,2.69,17.22,0,0,120.7,2,0.0271,0,0.0271,0,0,2,0,3,3,3,3,0.0469,0,0,0,0,0,42,34,0,43,-1,-1,-1
