status,timestamp_ms,rtc_iso8601,rtc_unix,pressure_hpa,temperature_c,altitude_m,acc_x,acc_y,acc_z,pitch_deg,yaw_deg,roll_deg,aspd_status,aspd_pressure_pa,aspd_temp_c,aspd_airspeed_mps,mpxv_adc,mpxv_v_adc,mpxv_v_sensor,hx711_raw,gnss_lat,gnss_lon,gnss_alt_m,gnss_fix,gnss_siv,esc_time_ms,esc_throttle,esc_current_a,esc_voltage_v,esc_mah,esc_temp_c,esc_power_pct,esc_vbec_v,esc_rpm,esc_err,pressure_hpa_f,temperature_c_f,altitude_m_f,aspd_pressure_pa_f,aspd_temp_c_f,aspd_airspeed_mps_f,mpxv_adc_f,mpxv_v_adc_f,mpxv_v_sensor_f,hx711_f,gnss_lat_f,gnss_lon_f,gnss_alt_m_f,esc_throttle_f,esc_current_a_f,esc_voltage_v_f,esc_temp_c_f,esc_power_pct_f,esc_vbec_v_f,esc_rpm_f,acc_x_raw,acc_y_raw,acc_z_raw,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,lin_x,lin_y,lin_z,grav_x,grav_y,grav_z,acc_x_f,acc_y_f,acc_z_f,gyro_x_f,gyro_y_f,gyro_z_f,mag_x_f,mag_y_f,mag_z_f,lin_x_f,lin_y_f,lin_z_f,grav_x_f,grav_y_f,grav_z_f,mw_roll_deg,mw_pitch_deg,mw_yaw_deg,roll_raw,pitch_raw,yaw_raw,ekf_flags,ekf_x_m,ekf_y_m,ekf_z_m,ekf_vx_mps,ekf_vy_mps,ekf_vz_mps,ekf_speed_mps,ekf_pos_h_unc_m,ekf_pos_v_unc_m,ekf_vel_unc_mps,ekf_lat,ekf_lon,ekf_alt_m,imu_samples,imu_lin_rms_mps2,imu_gyro_rms_rps,imu_lin_max_mps2,imu_gyro_max_rps,imu_reset_count,imu_acc_accuracy,imu_gyro_accuracy,imu_mag_accuracy,imu_lin_accuracy,imu_grav_accuracy,imu_quat_accuracy,imu_quat_rad_accuracy,gnss_h_acc_m,gnss_v_acc_m,gnss_speed_acc_mps,gnss_heading_deg,gnss_heading_acc_deg,log_dt_ms,log_overrun_count,sd_write_error_count,baro_age_ms,gnss_age_ms,airspeed_age_ms,esc_age_ms
LOGGING,407982,2026-04-06T17:57:59,1775498279,993.76,33.53,163.54,1.272,1.797,9.227,0,-1.69,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,993.76,33.51,163.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.301,1.801,9.195,0,0,0,-3.688,29.312,44.312,-0.008,-0.035,-0.047,1.266,1.797,9.234,1.272,1.797,9.227,0,0,0,-3.868,34.191,44.799,0,0,0,1.27,1.8,9.23,0.22,0.88,3.25,11.01,-7.68,-26.78,9,0,0,101.586,0,0,0.998,1,7.07,3.08,6.93,0,0,101.59,4,0.004,0,0.0049,0,0,2,0,3,3,3,3,0.0483,0,0,0,0,0,0,6,0,1,-1,-1,-1
LOGGING,408024,2026-04-06T17:57:59,1775498279,993.76,33.53,163.54,1.273,1.797,9.225,0,-1.75,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,993.76,33.51,163.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.301,1.801,9.195,0,0,0,-3.688,29.312,44.312,-0.008,0.004,-0.047,1.273,1.797,9.242,1.273,1.797,9.225,0,0,0,-3.868,34.191,44.799,0,0,-0.01,1.27,1.8,9.23,0.22,0.88,3.27,11.01,-7.68,-26.78,9,0,0,101.628,0,0,0.997,1,7.08,3.08,6.93,0,0,101.63,1,0.0083,0,0.0083,0,0,2,0,3,3,3,3,0.0483,0,0,0,0,0,42,6,0,43,-1,-1,-1
LOGGING,408061,2026-04-06T17:57:59,1775498279,993.76,33.53,163.54,1.275,1.797,9.228,0,-1.78,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,993.76,33.51,163.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.301,1.801,9.266,0,0,0,-3.688,29.312,44.312,-0.008,0.004,-0.047,1.273,1.797,9.242,1.275,1.797,9.228,0,0,0,-3.868,34.191,44.799,0,0,-0.01,1.27,1.8,9.23,0.24,0.97,3.6,11.01,-7.68,-26.78,9,0,0,110.351,0,0,3.838,3.84,7.09,2.87,6.92,0,0,110.35,2,0.0083,0,0.0083,0,0,2,0,3,3,3,3,0.0483,0,0,0,0,0,37,6,0,1,-1,-1,-1
LOGGING,408102,2026-04-06T17:57:59,1775498279,993.76,33.53,163.54,1.276,1.797,9.23,0,-1.86,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,993.76,33.51,163.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.227,1.762,9.266,0,0,0,-3.688,29.312,44.312,0.027,0.004,-0.012,1.273,1.797,9.242,1.276,1.797,9.23,0,0,0,-3.868,34.191,44.799,0,0,0,1.27,1.8,9.24,0.26,1.05,3.88,11.01,-7.68,-26.82,9,0,0,110.5,0,0,3.839,3.84,7.11,2.88,6.92,0,0,110.5,4,0.0047,0,0.0054,0,0,2,0,3,3,3,3,0.0491,0,0,0,0,0,41,6,0,42,-1,-1,-1
LOGGING,408153,2026-04-06T17:57:59,1775498279,993.76,33.53,163.56,1.273,1.796,9.235,0,-1.99,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,993.76,33.51,163.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.266,1.801,9.23,0,0,0,-3.375,29.688,44.812,-0.008,0.004,-0.004,1.273,1.797,9.234,1.273,1.796,9.235,0,0,0,-3.855,34.076,44.799,0,0,-0.01,1.27,1.8,9.24,0.3,1.19,4.38,11.01,-7.68,-26.83,9,0,0,114.119,0,-0.001,6.872,6.87,7.15,2.81,6.89,0,0,114.12,3,0.0052,0,0.0054,0,0,2,0,3,3,3,3,0.0496,0,0,0,0,0,51,6,0,2,-1,-1,-1
LOGGING,408196,2026-04-06T17:57:59,1775498279,993.76,33.53,163.56,1.272,1.797,9.23,0,-2.09,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,993.76,33.51,163.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.266,1.801,9.195,0,0,0,-3.375,29.688,44.812,-0.008,0.004,-0.039,1.273,1.797,9.234,1.272,1.797,9.23,0,0,0,-3.849,34.018,44.799,0,0,-0.01,1.27,1.8,9.24,0.33,1.3,4.76,11.01,-7.69,-26.85,9,0,0,114.404,0,-0.001,6.873,6.87,7.19,2.84,6.9,0,0,114.4,2,0.0089,0,0.0089,0,0,2,0,3,3,3,3,0.0496,0,0,0,0,0,43,6,0,45,-1,-1,-1
LOGGING,408243,2026-04-06T17:57:59,1775498279,993.76,33.53,163.57,1.271,1.802,9.227,-0.01,-2.12,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,993.76,33.52,163.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.266,1.801,9.195,0,0,0,-3.375,29.688,44.812,-0.008,0.043,0.035,1.273,1.797,9.234,1.271,1.802,9.227,0,0,0,-3.849,34.018,44.799,0,0,0,1.27,1.8,9.24,0.33,1.31,4.8,11.01,-7.68,-26.86,9,0,0,116.656,0,-0.001,9.54,9.54,7.24,2.81,6.84,0,0,116.66,3,0.0076,0,0.0084,0,0,2,0,3,3,3,3,0.05,0,0,0,0,0,47,6,0,1,-1,-1,-1
LOGGING,408287,2026-04-06T17:57:59,1775498279,993.76,33.53,163.57,1.27,1.801,9.223,-0.01,-2.17,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,993.76,33.52,163.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.266,1.801,9.16,0,0,0,-3.375,29.688,44.812,-0.008,0.004,-0.078,1.273,1.797,9.234,1.27,1.801,9.223,0,0,0,-3.849,34.018,44.799,0,0.01,0,1.27,1.8,9.24,0.36,1.41,5.18,11.01,-7.68,-26.86,9,0,0,117.047,0,-0.001,9.542,9.54,7.3,2.85,6.84,0,0,117.05,2,0.0086,0,0.01,0,0,2,0,3,3,3,3,0.05,0,0,0,0,0,44,6,0,45,-1,-1,-1
LOGGING,408327,2026-04-06T17:57:59,1775498279,993.76,33.53,163.57,1.269,1.797,9.216,-0.01,-2.21,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,993.76,33.52,163.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.266,1.801,9.195,0,0,0,-4.125,30.438,44.75,-0.008,0.004,-0.078,1.273,1.797,9.227,1.269,1.797,9.216,0,0,0,-3.854,33.95,44.798,0,0.01,-0.01,1.27,1.8,9.23,0.39,1.51,5.55,11.01,-7.68,-26.86,9,0,0,118.61,0,-0.001,11.49,11.49,7.36,2.82,6.76,0,0,118.61,2,0.01,0,0.01,0,0,2,0,3,3,3,3,0.05,0,0,0,0,0,40,6,0,2,-1,-1,-1
LOGGING,408365,2026-04-06T17:57:59,1775498279,993.76,33.53,163.57,1.269,1.797,9.215,-0.01,-2.24,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,993.76,33.52,163.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.266,1.801,9.195,0,0,0,-4.125,30.438,44.75,-0.008,0.004,0.043,1.273,1.797,9.227,1.269,1.797,9.215,0,0,0,-3.859,33.883,44.797,0,0.01,0,1.27,1.8,9.23,0.39,1.51,5.55,11.01,-7.68,-26.86,9,0,0,119.057,0,0,11.493,11.49,7.42,2.87,6.77,0,0,119.06,1,0.0067,0,0.0067,0,0,2,0,3,3,3,3,0.05,0,0,0,0,0,38,6,0,40,-1,-1,-1
LOGGING,408391,2026-04-06T17:57:59,1775498279,993.76,33.53,163.59,1.268,1.793,9.225,-0.01,-2.26,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,993.76,33.52,163.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.266,1.762,9.309,0,0,0,-4.062,28.312,45.562,-0.008,-0.035,0.082,1.273,1.797,9.227,1.268,1.793,9.225,0,0,0,-3.867,33.662,44.828,0,0.01,0,1.27,1.8,9.23,0.4,1.57,5.74,11.01,-7.68,-26.86,9,0,0,120.021,0,0,12.69,12.69,7.47,2.83,6.68,0,0,120.02,2,0.0107,0,0.0123,0,0,2,0,3,3,3,3,0.05,0,0,0,0,0,26,6,0,2,-1,-1,-1
LOGGING,408438,2026-04-06T17:57:59,1775498279,993.76,33.53,163.59,1.268,1.799,9.23,-0.01,-2.29,-0.01,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,993.76,33.52,163.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.266,1.801,9.23,0,0,0,-3.75,31.062,44,-0.008,-0.035,0.035,1.273,1.797,9.234,1.268,1.799,9.23,0,0,0,-3.862,33.548,44.791,0,0,0.01,1.27,1.8,9.23,0.44,1.68,6.13,11.01,-7.68,-26.86,9,0,0,120.591,0,0,12.696,12.7,7.55,2.88,6.69,0,0,120.59,2,0.0095,0,0.0102,0,0,2,0,3,3,3,3,0.05,0,0,0,0,0,47,6,0,49,-1,-1,-1
LOGGING,408509,2026-04-06T17:57:59,1775498279,993.75,33.53,163.62,1.272,1.799,9.226,-0.01,-2.35,-0.01,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,993.76,33.52,163.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.266,1.801,9.16,0,0,0,-3.75,31.062,44,-0.008,-0.035,0.035,1.273,1.797,9.234,1.272,1.799,9.226,0,0,0,-3.862,33.548,44.791,-0.01,0,0.01,1.27,1.8,9.23,0.49,1.86,6.77,11.01,-7.68,-26.86,9,0,0,121.706,0,0,13.096,13.1,7.7,2.88,6.57,0,0,121.71,2,0.0102,0,0.0102,0,0,2,0,3,3,3,3,0.05,0,0,0,0,0,71,7,0,1,-1,-1,-1
LOGGING,408551,2026-04-06T17:57:59,1775498279,993.75,33.53,163.62,1.271,1.8,9.223,-0.01,-2.41,-0.01,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,993.76,33.52,163.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.266,1.801,9.23,0,0,0,-4.438,30.438,44.812,-0.008,0.004,-0.004,1.273,1.797,9.234,1.271,1.8,9.223,0,0,0,-3.885,33.214,44.787,0,0.01,0.01,1.27,1.8,9.23,0.52,1.96,7.13,11.01,-7.69,-27.03,9,0,0,122.312,0,0,13.102,13.1,7.81,2.94,6.58,0,0,122.31,2,0.0127,0,0.0135,0,0,2,0,3,3,3,3,0.0474,0,0,0,0,0,42,7,0,43,-1,-1,-1
LOGGING,408604,2026-04-06T17:57:59,1775498279,993.75,33.53,163.62,1.271,1.8,9.219,-0.01,-2.5,-0.01,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,993.75,33.52,163.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.301,1.801,9.266,0,0,0,-4.438,30.438,44.812,-0.008,0.004,-0.039,1.273,1.797,9.234,1.271,1.8,9.219,0,0,0,-3.898,33.148,44.788,0,0.01,0.01,1.27,1.8,9.23,0.55,2.07,7.53,11.01,-7.69,-27.06,9,0,0,122.782,0,0,12.833,12.83,7.94,2.91,6.46,0,0,122.78,3,0.0089,0,0.0119,0,0,2,0,3,3,3,3,0.0461,0,0,0,0,0,53,7,0,1,-1,-1,-1
LOGGING,408641,2026-04-06T17:57:59,1775498279,993.75,33.53,163.62,1.276,1.8,9.219,-0.01,-2.57,-0.01,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,993.75,33.52,163.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.301,1.801,9.195,0,0,0,-4.438,30.438,44.812,-0.008,0.004,-0.039,1.273,1.797,9.234,1.276,1.8,9.219,0,0,0,-3.898,33.148,44.788,0,0.01,0,1.27,1.8,9.23,0.59,2.19,7.92,11.01,-7.69,-27.06,9,0,0,123.314,0,0,12.838,12.84,8.05,2.96,6.48,0,0,123.31,2,0.0061,0,0.0061,0,0,2,0,3,3,3,3,0.0461,0,0,0,0,0,37,7,0,38,-1,-1,-1
LOGGING,408672,2026-04-06T17:57:59,1775498279,993.75,33.53,163.6,1.274,1.8,9.217,-0.01,-2.58,-0.01,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,993.75,33.53,163.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.266,1.801,9.23,0,0,0,-3.812,36.062,43.625,-0.008,0.004,-0.031,1.273,1.797,9.227,1.274,1.8,9.217,0,0,0,-3.896,33.213,44.761,0,0.01,0,1.27,1.8,9.23,0.59,2.19,7.92,11.01,-7.69,-27.06,9,0,0,123.334,0,0,12.272,12.27,8.13,2.9,6.37,0,0,123.33,2,0.0069,0,0.0069,0,0,2,0,3,3,3,3,0.0461,0,0,0,0,0,31,7,0,1,-1,-1,-1
LOGGING,408715,2026-04-06T17:57:59,1775498279,993.75,33.53,163.6,1.268,1.805,9.214,-0.01,-2.66,-0.01,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,993.75,33.53,163.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.266,1.801,9.195,0,0,0,-3.688,28.312,44.312,-0.008,0.004,-0.031,1.273,1.797,9.227,1.268,1.805,9.214,0,0,0,-3.89,33.17,44.726,0,0.01,0,1.27,1.8,9.23,0.62,2.29,8.28,11.01,-7.69,-27.12,9,0,0,123.843,0,0,12.276,12.28,8.25,2.95,6.39,0,0,123.84,2,0.0069,0,0.0069,0,0,2,0,3,3,3,3,0.0444,0,0,0,0,0,43,7,0,44,-1,-1,-1
LOGGING,408757,2026-04-06T17:57:59,1775498279,993.75,33.53,163.63,1.263,1.804,9.211,-0.01,-2.7,-0.01,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,993.75,33.53,163.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.227,1.801,9.199,0,0,0,-4.562,33.562,44.812,-0.008,0.004,0.004,1.273,1.797,9.227,1.263,1.804,9.211,0,0,0,-3.917,33.086,44.721,0,0.01,0,1.27,1.8,9.23,0.65,2.39,8.65,11.01,-7.69,-27.12,9,0,0,123.84,0,0,11.489,11.49,8.38,2.91,6.31,0,0,123.84,3,0.0069,0,0.0069,0,0,2,0,3,3,3,3,0.0444,0,0,0,0,0,42,7,0,1,-1,-1,-1
LOGGING,408825,2026-04-06T17:57:59,1775498279,993.75,33.53,163.63,1.27,1.803,9.219,-0.01,-2.75,-0.01,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,993.75,33.53,163.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.301,1.801,9.23,0,0,0,-4.562,33.562,44.812,0,0.004,-0.039,1.273,1.797,9.227,1.27,1.803,9.219,0,0,0,-3.917,33.086,44.721,0,0,0,1.27,1.8,9.23,0.7,2.54,9.2,11.01,-7.69,-27.12,9,0,0,124.021,-0.001,0,10.698,10.7,8.59,2.89,6.25,0,0,124.02,2,0.0076,0,0.0084,0,0,2,0,3,3,3,3,0.0444,0,0,0,0,0,68,8,0,1,-1,-1,-1
LOGGING,408861,2026-04-06T17:57:59,1775498279,993.75,33.53,163.63,1.271,1.798,9.221,-0.01,-2.79,-0.01,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,993.75,33.53,163.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.266,1.762,9.227,0,0,0,-4.562,33.562,44.812,0,0.004,-0.039,1.273,1.797,9.227,1.271,1.798,9.221,0,0,0,-3.917,33.086,44.721,0,0,-0.01,1.27,1.8,9.23,0.73,2.64,9.55,11.01,-7.69,-27.12,9,0,0,124.459,-0.001,0,10.698,10.7,8.72,2.93,6.27,0,0,124.46,2,0.0084,0,0.0084,0,0,2,0,3,3,3,3,0.0444,0,0,0,0,0,36,8,0,37,-1,-1,-1
LOGGING,408899,2026-04-06T17:57:59,1775498279,993.75,33.53,163.63,1.275,1.791,9.221,-0.01,-2.84,-0.01,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,993.75,33.53,163.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.266,1.762,9.27,0,0,0,-3.75,32.562,44.375,-0.008,0.004,0.051,1.273,1.797,9.219,1.275,1.791,9.221,0,0,0,-3.913,33.074,44.713,0,0,0,1.27,1.8,9.23,0.75,2.71,9.81,11.01,-7.69,-27.18,9,0,0,124.198,-0.001,0,9.882,9.88,8.83,2.89,6.21,0,0,124.2,2,0.0074,0,0.0084,0,0,2,0,3,3,3,3,0.0437,0,0,0,0,0,38,8,0,1,-1,-1,-1
LOGGING,408942,2026-04-06T17:58:00,1775498280,993.75,33.53,163.63,1.272,1.787,9.225,-0.01,-2.93,-0.01,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,993.75,33.53,163.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.266,1.801,9.23,0,0,0,-3.75,32.562,44.375,-0.008,0.004,0.012,1.273,1.797,9.219,1.272,1.787,9.225,0,0,0,-3.91,33.062,44.705,0,0,0,1.27,1.8,9.23,0.78,2.82,10.19,11.01,-7.69,-27.19,9,0,0,124.665,-0.001,0.001,9.881,9.88,9,2.93,6.24,0,0,124.67,3,0.0064,0,0.0064,0,0,2,0,3,3,3,3,0.0427,0,0,0,0,0,43,8,0,44,-1,-1,-1
LOGGING,409027,2026-04-06T17:58:00,1775498280,993.75,33.53,163.63,1.274,1.794,9.225,-0.01,-3.04,-0.01,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,993.75,33.53,163.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.301,1.84,9.27,0,0,0,-3.75,32.562,44.375,0.027,-0.035,0.012,1.273,1.797,9.219,1.274,1.794,9.225,0,0,0,-3.91,33.062,44.705,0,0,0,1.27,1.8,9.23,0.84,2.99,10.83,11.01,-7.7,-27.2,9,0,0,124.61,-0.001,0.001,8.843,8.84,9.3,2.92,6.21,0,0,124.61,3,0.0042,0,0.0064,0,0,2,0,3,3,3,3,0.0442,0,0,0,0,0,85,9,0,2,-1,-1,-1
LOGGING,409063,2026-04-06T17:58:00,1775498280,993.75,33.53,163.63,1.274,1.797,9.232,-0.01,-3.05,-0.01,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,993.75,33.53,163.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.266,1.801,9.266,0,0,0,-3.75,32.562,44.375,-0.008,0.004,-0.023,1.273,1.797,9.219,1.274,1.797,9.232,0,0,0,-3.91,33.062,44.705,0,0,0,1.27,1.8,9.23,0.84,2.99,10.83,11.01,-7.7,-27.2,9,0,0,124.967,-0.001,0.001,8.839,8.84,9.45,2.95,6.23,0,0,124.97,2,0.0029,0,0.0029,0,0,2,0,3,3,3,3,0.0442,0,0,0,0,0,36,9,0,38,-1,-1,-1
LOGGING,409097,2026-04-06T17:58:00,1775498280,993.75,33.53,163.63,1.28,1.798,9.236,-0.01,-3.09,-0.01,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,993.75,33.53,163.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.301,1.801,9.305,0,0,0,-4.812,29.688,44.75,0.027,0.004,0.004,1.273,1.797,9.227,1.28,1.798,9.236,0,0,0,-3.92,33.024,44.706,0,0,0,1.27,1.8,9.23,0.85,3.04,11.02,11.01,-7.7,-27.2,9,0,0,124.478,-0.001,0.001,7.959,7.96,9.57,2.9,6.19,0,0,124.48,4,0.0055,0,0.0057,0,0,2,0,3,3,3,3,0.0447,0,0,0,0,0,34,9,0,1,-1,-1,-1
LOGGING,409142,2026-04-06T17:58:00,1775498280,993.75,33.53,163.63,1.277,1.798,9.234,-0.01,-3.13,-0.01,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,993.75,33.53,163.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.227,1.801,9.156,0,0,0,-4.812,29.688,44.75,-0.008,0.004,0.004,1.273,1.797,9.227,1.277,1.798,9.234,0,0,0,-3.95,32.91,44.707,0,0,0.01,1.27,1.8,9.23,0.86,3.05,11.06,11.01,-7.7,-27.2,9,0,0,124.865,-0.001,0,7.951,7.95,9.76,2.93,6.21,0,0,124.86,2,0.0074,0,0.0076,0,0,2,0,3,3,3,3,0.0452,0,0,0,0,0,45,9,0,46,-1,-1,-1
LOGGING,409186,2026-04-06T17:58:00,1775498280,993.75,33.53,163.65,1.274,1.799,9.23,-0.01,-3.18,-0.01,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,993.75,33.53,163.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.266,1.801,9.23,0,0,0,-4.812,29.688,44.75,-0.008,0.004,0.004,1.273,1.797,9.227,1.274,1.799,9.23,0,0,0,-3.95,32.91,44.707,0,0,0.01,1.27,1.8,9.23,0.86,3.06,11.08,11.01,-7.7,-27.2,9,0,0,124.446,-0.001,0,7.133,7.13,9.93,2.89,6.19,0,0,124.45,3,0.0071,0,0.0071,0,0,2,0,3,3,3,3,0.0452,0,0,0,0,0,44,9,0,1,-1,-1,-1
LOGGING,409221,2026-04-06T17:58:00,1775498280,993.75,33.53,163.65,1.273,1.799,9.23,-0.02,-3.22,-0.01,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,993.75,33.53,163.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.266,1.801,9.23,0,0,0,-4.812,29.688,44.75,0.027,0.004,0.043,1.273,1.797,9.227,1.273,1.799,9.23,0,0,0,-3.95,32.91,44.707,0,0,0.01,1.27,1.8,9.23,0.86,3.06,11.08,11.01,-7.7,-27.2,9,0,0,124.727,0,0,7.123,7.12,10.09,2.92,6.21,0,0,124.73,2,0.0124,0,0.0124,0,0,2,0,3,3,3,3,0.0452,0,0,0,0,0,35,9,0,36,-1,-1,-1
LOGGING,409255,2026-04-06T17:58:00,1775498280,993.75,33.53,163.65,1.273,1.799,9.233,-0.02,-3.27,-0.01,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,993.75,33.53,163.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.266,1.801,9.266,0,0,0,-3.75,32.188,45.25,-0.008,0.004,0.043,1.273,1.797,9.227,1.273,1.799,9.233,0,0,0,-3.941,32.876,44.733,0,0,0.02,1.27,1.8,9.23,0.88,3.14,11.37,11.01,-7.7,-27.19,9,0,0,124.296,0,0,6.419,6.42,10.23,2.87,6.19,0,0,124.3,1,0.016,0,0.016,0,0,2,0,3,3,3,3,0.0466,0,0,0,0,0,34,9,0,1,-1,-1,-1
LOGGING,409299,2026-04-06T17:58:00,1775498280,993.75,33.53,163.65,1.273,1.804,9.23,-0.02,-3.31,-0.01,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,993.75,33.53,163.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.301,1.801,9.23,0,0,0,-3.75,32.188,43.938,0.027,0.004,0.004,1.273,1.797,9.227,1.273,1.804,9.23,0,0,0,-3.931,32.841,44.693,0.01,0,0.02,1.27,1.8,9.23,0.92,3.23,11.72,11.01,-7.7,-27.19,9,0,0,124.569,0,0,6.406,6.41,10.41,2.9,6.22,0,0,124.57,2,0.0203,0,0.0207,0,0,2,0,3,3,3,3,0.0466,0,0,0,0,0,44,9,0,45,-1,-1,-1
LOGGING,409346,2026-04-06T17:58:00,1775498280,993.75,33.53,163.61,1.274,1.798,9.221,-0.02,-3.37,-0.01,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,993.75,33.53,163.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.266,1.762,9.156,0,0,0,-3.75,32.188,43.938,-0.008,-0.035,-0.07,1.273,1.797,9.227,1.274,1.798,9.221,0,0,0,-3.931,32.841,44.693,0.01,0,0.01,1.27,1.8,9.23,0.96,3.35,12.15,11.01,-7.7,-27.19,9,0,0,124.231,0,-0.001,5.728,5.73,10.63,2.87,6.21,0,0,124.23,2,0.0158,0,0.0199,0,0,2,0,3,3,3,3,0.0457,0,0,0,0,0,47,9,0,1,-1,-1,-1
